source,target,value,norm_value,z_score,norm_value_var,p_value,source_n,target_n,top5_for,proposed_explanation,novelty
Eye field,Mesothelium,5.695324482919925,-0.21303474354032037,-5.266039546554308,0.006579874333680741,0.01,8896,346,,,
Eye field,Midbrain,7.0666037035935885,0.707642853187691,77.58015337089809,0.02130019758077388,0.0,8896,21466,,,
Eye field,Midbrain neuron,7.1011049657531276,0.7729514544095405,54.36787252966392,0.0034454354635902198,0.0,8896,4463,Eye field,"The eye field (prospective retina/diencephalon) and midbrain neurons both derive from adjacent domains of the anterior neural plate, tracing back to a shared pool of anterior neuroectoderm progenitors specified during gastrulation.",2
Eye field,Midgut,5.487997431273686,-0.29260825415129305,-13.825516167557675,0.009774223314686303,0.0,8896,1667,,,
Eye field,Myotome,6.0417477002220865,-0.26138962085490264,-14.251608261417026,0.0002834690238572716,0.0,8896,2201,,,
Eye field,Nascent somite,6.188503769827303,-0.18645136664950032,-15.031067248434809,0.00047558986856571865,0.0,8896,6475,,,
Eye field,Notochord,5.675356519019107,-0.18315089726416348,-7.037489054513006,0.008948259561995074,0.01,8896,956,,,
Eye field,Olfactory placode,6.053437027083567,-0.026535232770155126,-2.0389204492154533,0.000983303468253556,0.57,8896,5872,,,
Eye field,Olfactory sensory neuron,5.7964891266186065,-0.07532102138943753,-1.6136597930912193,0.006970361342561246,0.86,8896,389,,,
Eye field,Otic placode,5.702167027662772,-0.2445600197307399,-13.144435468025462,0.007126064540153774,0.0,8896,2365,,,
Eye field,Otic sensory neuron,5.575563419128927,-0.2739403175464335,-10.304574187756478,0.006784010170692583,0.0,8896,974,,,
Eye field,Periocular mesoderm,5.523858043024748,-0.2390688735420765,-12.03232790129519,0.031333955466974456,0.0,8896,1739,,,
Eye field,Pharyngeal arch mesenchyme,6.351049201587788,-0.018948755063688278,-2.198612261468993,0.0007038522064720454,0.21,8896,39085,,,
Eye field,Pharyngeal endoderm,5.65354972081947,-0.27264953525682173,-20.905234769227118,0.011103569317750438,0.0,8896,5045,,,
Eye field,Pharyngeal mesoderm,5.813239566920811,-0.318209383528061,-26.934751148997204,0.014722596663499258,0.0,8896,7691,,,
Eye field,Presomitic mesoderm,6.20352626321453,-0.18731892516794493,-15.968651706842342,0.0010916754201928467,0.0,8896,8521,,,
Eye field,Primordial germ cell,4.621404818815586,-0.5197205961385638,-3.9841535418785656,0.0005145264951236934,0.01,6610,25,,,
Eye field,Roof plate,6.410123819653305,-0.015871322171014352,-1.2010329088638998,0.00022401064393584802,0.94,8896,6035,,,
Eye field,Sacral neural crest,5.94562723713361,-0.20383080942714216,-10.354380079641052,0.0036210406366841627,0.0,8896,2156,,,
Eye field,Sclerotome,6.226115558089174,-0.36039319822704563,-46.290146391138386,0.0010033865976517983,0.0,8896,74334,,,
Eye field,Second heart field,5.814113398269306,-0.33800111319617887,-28.620041997971796,0.001248187810757788,0.0,8896,6952,,,
Eye field,Somatic mesoderm,6.140658081020004,-0.42816508469077047,-45.229091139012496,0.004272005823396122,0.0,8896,66151,,,
Eye field,Somatic motor neuron,6.418228690587198,0.056104442064736006,4.29054618138629,0.011519676785777469,0.18,8896,6559,,,
Eye field,Spinal cord (cervical),6.577598288888214,0.012848147517029082,1.5590611925963362,0.008739490471925345,0.11,8896,41051,,,
Eye field,Spinal cord (lumbar),6.247682931424769,-0.1749079438675111,-16.679572735072515,0.0014294035915590844,0.0,8896,12722,,,
Eye field,Spinal cord (sacral),6.199377497533697,-0.1604583473125265,-11.770134260882687,0.0024561250008851084,0.0,8896,5351,,,
Eye field,Spinal cord (thoracic),6.410538718963422,-0.08828019604878505,-8.199911053820827,0.0006556866097230855,0.0,8896,35061,,,
Eye field,Spinal cord interneuron,6.77968792468339,0.14061825534029962,12.588515580683806,0.005036335319031989,0.0,8896,12470,,,
Eye field,Splanchnic mesoderm,6.034081372019607,-0.44980389186607156,-48.71419295091264,0.003916601642537665,0.0,8896,21642,,,
Eye field,Surface ectoderm,5.685329000706584,-0.2166024819315234,-11.99899034724668,0.006680767867634862,0.0,8896,2649,,,
Eye field,Telencephalon,7.920394207419899,1.5392014008076496,167.4806491991752,0.00014549485328981603,0.0,8896,34300,Eye field; Telencephalon,"The eye field and telencephalon both arise from the anterior neural plate/prosencephalic neuroectoderm, sharing a common forebrain progenitor pool in which the single eye field is initially specified as a medial domain contiguous with the prospective telencephalon before separating.",1
Eye field,Trigeminal ganglion neuron,5.910718845303488,-0.12549870788237824,-6.105392468041782,0.00961261611219462,0.0,8896,1765,,,
Eye field,Trigeminal placode,5.979646461395904,-0.20056584047965753,-14.695419994211756,0.003679359095784045,0.0,8896,6546,,,
Eye field,Trigeminal sensory neuron,5.870272833649659,-0.20595108219884603,-13.357550945844226,0.0038975095958609543,0.0,8896,3198,,,
Eye field,Trunk neural crest,6.079671066426417,-0.1784469080058481,-14.632386037407676,0.0025843687308690993,0.0,8896,6809,,,
Eye field,Vagal neural crest,6.1155424417621544,-0.15225242560125393,-12.491897849912705,0.0011397516838813015,0.0,8896,4937,,,
First heart field,First heart field,9.499999999999423,-1.1842378929335002e-15,-1.184322009329028e-05,1.809121009306854e-28,1.0,1531,1531,,,
First heart field,Floor plate,5.774800465943045,-0.36546173291481193,-16.834730689399237,0.0021672716190135758,0.0,1531,16788,,,
First heart field,Foregut,5.788749938147198,0.1634202702636577,8.199615130422535,0.016591805794791088,0.37,1531,2432,,,
First heart field,Forelimb field,5.865775474618888,-0.19488394872547202,-9.980289451048433,0.0011444956235982968,0.0,1531,25891,,,
First heart field,Frontonasal mesenchyme,5.7968757428127065,-0.26932782944089134,-14.780226097948502,0.011864634603955891,0.0,1531,24672,,,
First heart field,Head paraxial mesoderm,6.153547144530912,0.12049575263416686,6.407089336558857,0.0005920334980149196,0.0,1531,32981,,,
First heart field,Hematopoietic progenitor,5.316091710542714,0.042104425970083646,0.6180172077468189,0.01726746369289748,0.06,1531,87,,,
First heart field,Hemogenic endothelium,5.483035294626306,-0.0030039808940021118,-0.02110838497281679,0.005492416870761767,0.69,1531,141,,,
First heart field,Hepatoblast,5.560312533010417,0.06063405007183853,1.6768802709560893,0.007994772159835168,0.02,1531,1255,,,
First heart field,Hindbrain (isthmic organizer),5.722994358370443,-0.33996775987356137,-15.814488980988008,0.0015769010801344329,0.0,1531,3921,,,
First heart field,Hindbrain (r1),5.796797339931072,-0.3923695739356165,-21.01328671971537,0.0012994191632338318,0.0,1531,16440,,,
First heart field,Hindbrain (r2-r4),5.868972407620247,-0.41888257200800183,-21.16978311906935,0.0004696469414237293,0.0,1531,26863,,,
First heart field,Hindbrain (r5-r8),5.857094655553197,-0.4554837676499333,-21.733987812457354,0.0015398142102724525,0.0,1531,28972,,,
First heart field,Hindgut,5.65354637521857,0.08140193031875025,4.132813093099794,0.050949082050229855,0.0,1531,3029,,,
First heart field,Hindlimb field,5.793358152324743,-0.22504925266688236,-10.203758356504716,0.0019299969735533623,0.0,1531,6150,,,
First heart field,Hypaxial myogenic progenitor,5.85996233916445,-0.23527913421481758,-11.853456227005436,0.0008016954294752198,0.0,1531,5322,,,
First heart field,Hypothalamic neuron,5.681299999430659,-0.23772393474808803,-9.651678233227825,0.01186699927513212,0.0,1531,1528,,,
First heart field,Hypothalamus,5.710245049168943,-0.23019085443504603,-10.96728340941389,0.004220926467230835,0.0,1531,7652,,,
First heart field,Intermediate mesoderm,5.855539022202602,-0.36403809171672,-15.901515058321133,0.001482676469548175,0.0,1531,10656,,,
First heart field,Juxtacardiac field,6.505838857651842,0.7765136157983958,35.67999135758417,0.06592295045264973,0.0,1531,1386,First heart field; Juxtacardiac field,"Both fields arise from the same Mesp1+ anterior cardiogenic (splanchnic) mesoderm, with the juxta-cardiac field described as a common progenitor pool that directly feeds first-heart-field cardiomyocytes (and epicardium), so their strong shared ancestry reflects a recent common cardiac-mesoderm progenitor.",2
First heart field,Lens placode,5.653863225005206,-0.13859217614371033,-6.277708580656706,0.008968189603900396,0.23,1531,2811,,,
First heart field,Macrophage,5.515783270432775,0.12112482400046194,3.5423871696917586,0.009665836073184983,0.02,1531,966,,,
First heart field,Megakaryocyte,5.502127495888772,-0.008491162079212819,-0.0875512292567,0.003721010965314442,0.86,1531,482,,,
First heart field,Mesothelium,5.62091860500323,-0.08279647954117515,-2.4765609498067853,0.00426381479102428,0.54,1531,346,,,
First heart field,Midbrain,5.779966401716954,-0.3743770575587477,-19.159077492337346,0.001143235910384872,0.0,1531,21466,,,
First heart field,Midbrain neuron,5.739400659430214,-0.38453739648663543,-18.14841710655254,0.0005532064837377095,0.0,1531,4463,,,
First heart field,Midgut,5.700161708272909,0.12448743197262264,6.096138708365447,0.04702593819083975,0.0,1531,1667,Midgut,"Although the first heart field is lateral-plate mesoderm and the midgut is definitive endoderm, both likely descend from a shared bipotent mesendoderm progenitor pool ingressing through the anterior primitive streak during gastrulation, whose daughters partition into anterior cardiac mesoderm and gut endoderm.",3
First heart field,Myotome,5.841542137403503,-0.2519181051946404,-11.457626832143793,0.00017844379611518254,0.0,1531,2201,,,
First heart field,Nascent somite,5.844572554522906,-0.32293107956850875,-15.591382966928188,0.0011505909983112995,0.0,1531,6475,,,
First heart field,Notochord,5.668703690551951,0.016343126335064777,0.5770911814006113,0.004844400190644285,0.38,1531,956,,,
First heart field,Olfactory placode,5.677379672768399,-0.1962875725318002,-9.851262619047185,0.020068525087187157,0.05,1531,5872,,,
First heart field,Olfactory sensory neuron,5.503951412642267,-0.16148824952858445,-5.012565336562505,0.022055384742644055,0.56,1531,389,,,
First heart field,Otic placode,5.6487826742572596,-0.0934018304284896,-3.6600958380665065,0.002984427151944649,0.03,1531,2365,,,
First heart field,Otic sensory neuron,5.576888842042268,-0.06365575053077273,-2.545922844593275,0.00010692721321605435,0.05,1531,974,,,
First heart field,Periocular mesoderm,5.959174034915121,0.40381719760730955,18.340861297568342,0.004089987479208234,0.0,1531,1739,First heart field; Periocular mesoderm,Both cell types likely descend from the early anterior mesoderm that ingresses through the anterior primitive streak during gastrulation—the first heart field arising from anterior splanchnic lateral plate/cardiac crescent mesoderm and the mesodermal component of the periocular mesenchyme from adjacent cranial/paraxial (head) mesoderm—so they share a common anterior mesodermal progenitor pool before splitting into cardiac versus cranial fates.,3
First heart field,Pharyngeal arch mesenchyme,5.8092875825249735,-0.35550512747944235,-16.400846714297625,0.00470984374635075,0.0,1531,39085,,,
First heart field,Pharyngeal endoderm,5.837461029978979,0.11770033118615153,6.961159522454568,0.007810407664489797,0.34,1531,5045,,,
First heart field,Pharyngeal mesoderm,6.3077327184108,0.3816160752976874,21.735320203327976,0.00762447025226767,0.0,1531,7691,,,
First heart field,Presomitic mesoderm,5.819291279134077,-0.3649097187796781,-18.459700707546876,0.0014799813964946574,0.0,1531,8521,,,
First heart field,Primordial germ cell,4.5868219599082725,-0.3317782635816293,-3.6178266088004842,0.002470170303577507,0.02,1056,25,,,
First heart field,Roof plate,5.808402931135216,-0.4101322203171686,-17.89019161371651,0.0011852340492345382,0.0,1531,6035,,,
First heart field,Sacral neural crest,5.717509743770933,-0.2198335768415006,-8.203401648201098,0.00015059273041123034,0.0,1531,2156,,,
First heart field,Sclerotome,5.99085407464248,-0.38601020989430673,-19.56533823269078,0.00044913319319737433,0.0,1531,74334,,,
First heart field,Second heart field,6.626228637801599,0.6807351586708371,38.90606838047628,0.013649188627495645,0.0,1531,6952,First heart field,"The first and second heart fields both derive from the common cardiogenic (anterior splanchnic) mesoderm arising from the early cardiac crescent, so they share a recent Mesp1+ cardiac progenitor pool.",1
First heart field,Somatic mesoderm,6.159813279823209,-0.20341422883858407,-9.257730502423799,0.00010528867662319843,0.0,1531,66151,,,
First heart field,Somatic motor neuron,5.778360876806887,-0.3777278826840673,-16.891609543558786,0.006766619374970085,0.0,1531,6559,,,
First heart field,Spinal cord (cervical),5.883191329152826,-0.4758874188181184,-23.587909272312697,0.0018268606009515776,0.0,1531,41051,,,
First heart field,Spinal cord (lumbar),5.835175401006739,-0.3808838174355558,-17.78446800054532,0.004748898862475258,0.0,1531,12722,,,
First heart field,Spinal cord (sacral),5.809181857106257,-0.34238488521400673,-16.411181148403525,0.002136737794805371,0.0,1531,5351,,,
First heart field,Spinal cord (thoracic),5.871269110870102,-0.42050506895787354,-20.833244035835403,0.0012715531903954732,0.0,1531,35061,,,
First heart field,Spinal cord interneuron,5.892701495704444,-0.5438391901693352,-26.22974027789688,0.0003504048120620409,0.0,1531,12470,,,
First heart field,Splanchnic mesoderm,6.219424481590107,-0.058021476655975235,-2.8759428541118726,0.000715170264198457,0.09,1531,21642,,,
First heart field,Surface ectoderm,5.670651351977504,-0.023926922139916762,-0.5834967834505517,0.013693140885639792,0.3,1531,2649,,,
First heart field,Telencephalon,5.799036174883902,-0.37663949542042285,-20.356726801062248,0.0025133354417672706,0.0,1531,34300,,,
First heart field,Trigeminal ganglion neuron,5.659024248469656,-0.17219749274604398,-6.184067341126773,0.01738375989763449,0.0,1531,1765,,,
First heart field,Trigeminal placode,5.794672826858558,-0.17911796719701348,-8.489788201509674,0.013527528286681401,0.0,1531,6546,,,
First heart field,Trigeminal sensory neuron,5.705456050842929,-0.1646479999139725,-7.410954139347741,0.004239661240839458,0.0,1531,3198,,,
First heart field,Trunk neural crest,5.778389043105385,-0.27288614770429503,-13.055729169903367,0.0007368290866464245,0.0,1531,6809,,,
First heart field,Vagal neural crest,5.785440363661148,-0.2784755098209688,-11.806978913551418,0.003419834798172712,0.0,1531,4937,,,
Floor plate,Floor plate,9.500000000012227,1.2434497875801753e-14,0.0001243118547199509,3.4394335467636115e-28,1.0,16788,16788,,,
Floor plate,Foregut,5.6791287875745615,-0.25728783699327007,-14.464281705387569,0.027211157822145667,0.0,16788,2432,,,
Floor plate,Forelimb field,5.969125657289678,-0.40314269627344174,-51.56788306998343,0.0011243897522910601,0.0,16788,25891,,,
Floor plate,Frontonasal mesenchyme,6.002980417948632,-0.3732520453474025,-46.816598148444164,0.003550779135835417,0.0,16788,24672,,,
Floor plate,Head paraxial mesoderm,6.04750098361766,-0.297953385731969,-41.252578220353996,0.006103998321250986,0.0,16788,32981,,,
Floor plate,Hematopoietic progenitor,5.183772023036909,-0.40742410116539646,-4.401645699221168,0.0042836456902740185,0.0,16788,87,,,
Floor plate,Hemogenic endothelium,5.368413151580538,-0.43246327068744456,-6.314577909299991,0.010275623065238005,0.0,16788,141,,,
Floor plate,Hepatoblast,5.595990481970911,-0.21689956299782676,-7.175862539551784,0.05703760651492665,0.0,16788,1255,,,
Floor plate,Hindbrain (isthmic organizer),7.047623157849721,0.6747292836758474,47.558623211763525,0.007124215807613942,0.0,16788,3921,,,
Floor plate,Hindbrain (r1),7.006753169748589,0.5053555297197226,55.218068561382125,0.0036462377546816523,0.0,16788,16440,,,
Floor plate,Hindbrain (r2-r4),7.080717932083904,0.4816982557692322,68.06289750335186,0.003049186113286806,0.0,16788,26863,,,
Floor plate,Hindbrain (r5-r8),7.0936828150419196,0.4686252552994243,56.1340073199259,0.0038470396676553494,0.0,16788,28972,,,
Floor plate,Hindgut,5.611986270051901,-0.2708459517240171,-16.263428238961318,0.007167290171010654,0.0,16788,3029,,,
Floor plate,Hindlimb field,5.8448499981239905,-0.4865079839735064,-37.42672972641707,0.014797821828055297,0.0,16788,6150,,,
Floor plate,Hypaxial myogenic progenitor,6.299404521633467,-0.1069111692598576,-8.224157938743913,0.007690198189855276,0.49,16788,5322,,,
Floor plate,Hypothalamic neuron,7.5438761173773266,1.3104088346068261,58.619890584485994,0.00014722440126639785,0.0,16788,1528,Floor plate; Hypothalamic neuron,"Both derive from Shh⁺/Foxa2⁺/Nkx2.1⁺ ventral midline neuroepithelium, with the hypothalamus arising from the rostral (anterior) extension of the floor plate in the ventral forebrain, so they share this common ventral neural-plate progenitor pool.",2
Floor plate,Hypothalamus,7.49183116557501,1.2416993129184144,104.40366244907408,0.0023054303627097015,0.0,16788,7652,Floor plate; Hypothalamus,"Both derive from the ventral midline of the neural plate/tube — the hypothalamus arises from the rostral-most extension of the Shh+/Foxa2+ floor-plate lineage, so they share Foxa2/Shh-specified ventral midline progenitors.",2
Floor plate,Intermediate mesoderm,6.159374704084853,-0.3725651103242133,-35.311597583092116,0.005630778867932723,0.0,16788,10656,,,
Floor plate,Juxtacardiac field,5.713562757148446,-0.32452604771888155,-13.872067753984965,0.006425881730434978,0.0,16788,1386,,,
Floor plate,Lens placode,5.59923508795625,-0.5059590396069797,-29.911467238299423,0.003831696139629593,0.0,16788,2811,,,
Floor plate,Macrophage,5.30921329381448,-0.3969760453898135,-13.830932913387235,0.011782629786785532,0.0,16788,966,,,
Floor plate,Megakaryocyte,5.347285493013654,-0.4773626421888751,-11.920726447676055,0.004139901362485988,0.0,16788,482,,,
Floor plate,Mesothelium,5.7560476125784525,-0.25556410700209636,-5.4868575346977595,0.006627865924273238,0.0,16788,346,,,
Floor plate,Midbrain,7.143895911162228,0.6807705703272235,82.57689176784572,0.006509293691807065,0.0,16788,21466,Floor plate,"Floor plate and midbrain both derive from the same dorsoventrally-patterned neural tube neuroepithelium, with midbrain (mesencephalic) floor plate arising from the ventral midline of that anterior neural plate/tube, so they share a common neuroectodermal progenitor pool.",1
Floor plate,Midbrain neuron,6.791692708263574,0.35607482070923907,23.929685034441306,0.0006013931721994684,0.0,16788,4463,,,
Floor plate,Midgut,5.599944003513659,-0.2864288580987126,-12.396161113682872,0.02395584199225089,0.0,16788,1667,,,
Floor plate,Myotome,6.501586917505928,0.09386634366373976,5.067411677348888,0.008407301370213532,0.86,16788,2201,,,
Floor plate,Nascent somite,6.565116921570964,0.08579192030846598,7.18471865568274,0.0032977677399470937,0.09,16788,6475,,,
Floor plate,Notochord,6.047163313923005,0.08169864091497352,2.5613305970216644,0.01948620500940096,0.01,16788,956,Notochord,"Both the notochord and the medial floor plate descend from Foxa2/Shh-expressing axial progenitors in the node/organizer (axial mesendoderm), so their shared ancestry reflects a common node-derived lineage rather than only the classic notochord-to-floor-plate Shh induction.",2
Floor plate,Olfactory placode,5.71889357578847,-0.46532315741414215,-35.76649691718908,0.0010946175573411474,0.0,16788,5872,,,
Floor plate,Olfactory sensory neuron,5.581466611669992,-0.3938085195239666,-8.709295922614352,0.001244199772672523,0.0,16788,389,,,
Floor plate,Otic placode,5.575541390307916,-0.47565021718818085,-27.118243204813467,0.006144960756625631,0.0,16788,2365,,,
Floor plate,Otic sensory neuron,5.473326179099902,-0.4789524754687582,-17.57860393823235,0.003837920368223314,0.0,16788,974,,,
Floor plate,Periocular mesoderm,5.649160976988228,-0.21920184898990622,-10.687784143577991,0.00657612074219601,0.0,16788,1739,,,
Floor plate,Pharyngeal arch mesenchyme,5.996724372174956,-0.4784086416401359,-66.79763961095402,0.0004835484868402681,0.0,16788,39085,,,
Floor plate,Pharyngeal endoderm,5.780366628365072,-0.2522015307606136,-20.025041536817035,0.012868719048832706,0.0,16788,5045,,,
Floor plate,Pharyngeal mesoderm,5.81515577032764,-0.4211522176103048,-39.37093884601157,0.002935263038910497,0.0,16788,7691,,,
Floor plate,Presomitic mesoderm,6.6106391082845875,0.11391342534105024,10.600649520865135,0.004155090447231098,0.0,16788,8521,,,
Floor plate,Primordial germ cell,4.701145091679202,-0.5406248942856,-4.299495590395946,0.02481400849052496,0.04,12841,25,,,
Floor plate,Roof plate,6.135671302827916,-0.39428959964248467,-29.823347403926377,0.0006467316594933089,0.0,16788,6035,,,
Floor plate,Sacral neural crest,5.888829159083541,-0.3614671394850812,-18.72673987051392,0.0021984971158803,0.0,16788,2156,,,
Floor plate,Sclerotome,6.746658676535429,0.0566982554344199,6.4957735819785904,0.01563184040819786,0.0,16788,74334,,,
Floor plate,Second heart field,5.82403389212604,-0.4314697108399293,-36.543306059182136,0.0017262937596688502,0.0,16788,6952,,,
Floor plate,Somatic mesoderm,6.082513761078832,-0.5911264244890738,-84.72887268825554,0.0016019071674131613,0.0,16788,66151,,,
Floor plate,Somatic motor neuron,7.566091539524435,1.100696612853695,83.29869969967005,0.014928419587729704,0.0,16788,6559,Floor plate; Somatic motor neuron,"Floor plate and somatic motor neurons both arise from ventral neural tube neuroepithelium, sharing a common medial/ventral neural plate progenitor pool that is Shh-patterned into the midline floor plate and the adjacent pMN (Olig2+) motor neuron domain.",2
Floor plate,Spinal cord (cervical),7.0683004528308615,0.3979142439551744,54.73424373698352,0.0031375810254537675,0.0,16788,41051,,,
Floor plate,Spinal cord (lumbar),6.832840242856197,0.30640296310701726,32.41647631761051,0.0038079868269655093,0.0,16788,12722,,,
Floor plate,Spinal cord (sacral),6.70032978962108,0.2345085066174096,18.660306274136076,0.0025953128998750974,0.0,16788,5351,,,
Floor plate,Spinal cord (thoracic),7.11261688161586,0.5094012716676231,69.55528204270746,0.01439785408607842,0.0,16788,35061,,,
Floor plate,Spinal cord interneuron,7.203631108225838,0.45889537690810095,43.434708541340946,0.004541735119819952,0.0,16788,12470,,,
Floor plate,Splanchnic mesoderm,6.001996561659067,-0.5855211682072126,-68.14707552698998,0.001893561181322993,0.0,16788,21642,,,
Floor plate,Surface ectoderm,5.629479512653705,-0.3743010699034593,-20.38422911981016,0.0014156605516078198,0.0,16788,2649,,,
Floor plate,Telencephalon,6.715707186392428,0.22959989957713253,34.061248460115316,0.008219378401857744,0.0,16788,34300,,,
Floor plate,Trigeminal ganglion neuron,5.80014061251071,-0.33986892046210126,-16.398736790947158,0.0016010660176269955,0.0,16788,1765,,,
Floor plate,Trigeminal placode,5.727670732295887,-0.5559220743018155,-44.41158946097977,0.0051962827013843525,0.0,16788,6546,,,
Floor plate,Trigeminal sensory neuron,5.6900673881407995,-0.4904488879188727,-32.6308029516695,0.012937294654503348,0.0,16788,3198,,,
Floor plate,Trunk neural crest,5.938358382856857,-0.42451255709628527,-35.55946454897483,1.280453104571563e-05,0.0,16788,6809,,,
Floor plate,Vagal neural crest,5.9524856314799335,-0.421401010913567,-32.037919133594734,0.00038618971742868964,0.0,16788,4937,,,
Foregut,Foregut,9.500000000006553,-1.1842378929335002e-15,-2.368118208900299e-05,7.047157419974372e-29,1.0,2432,2432,,,
Foregut,Forelimb field,5.503072207820306,-0.3542647384525388,-22.612088840782622,0.010550989412009368,0.0,2432,25891,,,
Foregut,Frontonasal mesenchyme,5.422942108071698,-0.43678188295373194,-27.449194910088025,0.0037267559846417765,0.0,2432,24672,,,
Foregut,Head paraxial mesoderm,5.652240637240298,-0.17640727737227793,-11.695597983040228,0.002187846269159686,0.0,2432,32981,,,
Foregut,Hematopoietic progenitor,5.206871641091156,0.14010441310440816,1.6156431830119777,0.06217052663724054,0.32,2432,87,,,
Foregut,Hemogenic endothelium,5.131190473866116,-0.14590542294884448,-3.010138467448145,0.018809372781758746,0.5,2432,141,,,
Foregut,Hepatoblast,6.894616256446308,1.5930113891295121,63.30108740939341,0.02854727247263307,0.0,2432,1255,Foregut; Hepatoblast,"Hepatoblasts are specified directly from the ventral foregut definitive endoderm (the hepatic diverticulum), so foregut and hepatoblast cells share a recent common progenitor in the anterior endodermal lineage.",1
Foregut,Hindbrain (isthmic organizer),5.486567075222219,-0.3714085550701431,-19.691455730243394,0.016215151927765424,0.0,2432,3921,,,
Foregut,Hindbrain (r1),5.511999150401922,-0.4747152330474454,-28.603612344541464,0.01972634775028044,0.0,2432,16440,,,
Foregut,Hindbrain (r2-r4),5.59663475433495,-0.4889557566186265,-29.69259417670888,0.015410161637392273,0.0,2432,26863,,,
Foregut,Hindbrain (r5-r8),5.587462673332531,-0.5228668971610176,-30.71301013425089,0.026986763274474468,0.0,2432,28972,,,
Foregut,Hindgut,5.9491504883893285,0.5794840545576033,33.317691150678755,0.014237664430976942,0.0,2432,3029,Foregut; Hindgut,"Foregut and hindgut are both derivatives of the definitive endoderm, which emerges as a single sheet during gastrulation and is subsequently patterned along the anterior-posterior axis into foregut, midgut, and hindgut, so they share a common endodermal progenitor pool.",1
Foregut,Hindlimb field,5.473863506037081,-0.3418850205086172,-17.276725997381504,0.019288397759991097,0.0,2432,6150,,,
Foregut,Hypaxial myogenic progenitor,5.59085457354373,-0.3028538574822077,-16.64903471013553,0.023293604783742337,0.0,2432,5322,,,
Foregut,Hypothalamic neuron,5.541350266528556,-0.17669966827238337,-8.0604603509211,0.013677767105240251,0.03,2432,1528,,,
Foregut,Hypothalamus,5.5558718241289595,-0.18137946650499112,-10.417687580936395,0.026221475244855377,0.25,2432,7652,,,
Foregut,Intermediate mesoderm,5.6186340688653855,-0.3980901673219123,-22.99643372640901,0.006027866984049445,0.0,2432,10656,,,
Foregut,Juxtacardiac field,5.545188791241039,0.016944094207022548,0.3044377020188378,0.013748804640751643,0.05,2432,1386,,,
Foregut,Lens placode,5.327142999625375,-0.263955809640039,-13.238524012265543,0.010405061707173003,0.0,2432,2811,,,
Foregut,Macrophage,5.3523956993770065,0.1602243215256053,5.3845220843911585,0.030381805252955287,0.4,2432,966,,,
Foregut,Megakaryocyte,5.446324009002114,0.13570838300629853,4.198618531316643,0.03674805973844985,0.08,2432,482,,,
Foregut,Mesothelium,5.273715823867133,-0.22488822441109146,-6.012477862801046,0.004197123767911006,0.0,2432,346,,,
Foregut,Midbrain,5.5524392373957525,-0.3972019739421224,-23.927682500137617,0.008352587553997674,0.0,2432,21466,,,
Foregut,Midbrain neuron,5.480775600495865,-0.4373454520261584,-23.665079157300642,0.01761465476350794,0.0,2432,4463,,,
Foregut,Midgut,6.366877282233109,0.9969155021350581,51.5318575009818,0.006508182837733379,0.0,2432,1667,Foregut; Midgut,"Foregut and midgut are adjacent anterior-posterior subdivisions of the same primitive gut tube, both deriving from a common definitive endoderm progenitor pool specified during gastrulation.",1
Foregut,Myotome,5.622691549438784,-0.27000318513505867,-12.968943262001885,0.006318215016355869,0.0,2432,2201,,,
Foregut,Nascent somite,5.593949585942657,-0.3714017986938695,-21.29897281359736,0.008239218390707096,0.0,2432,6475,,,
Foregut,Notochord,5.639778992621018,0.18964936771467075,8.052102554105902,0.0032760098188448737,0.0,2432,956,Foregut; Notochord,"Both arise from the Foxa2+ anterior primitive streak/node-derived axial mesendoderm, where early notochord progenitors are transiently intercalated within the definitive (gut) endoderm before delaminating, giving foregut and notochord a shared progenitor pool.",2
Foregut,Olfactory placode,5.349024525245436,-0.31990129982408,-18.13320701941218,0.0022779849084226473,0.0,2432,5872,,,
Foregut,Olfactory sensory neuron,5.1938880483065,-0.26833447741827704,-8.28499048232552,0.0014499035814163333,0.0,2432,389,,,
Foregut,Otic placode,5.320147849171245,-0.2170663757827492,-10.783883886036298,0.015368703833020624,0.0,2432,2365,,,
Foregut,Otic sensory neuron,5.3077424039720915,-0.1295634398412163,-5.634310935974618,0.02639472721110756,0.36,2432,974,,,
Foregut,Periocular mesoderm,5.571875486088619,0.21866179497834595,11.311807557151802,0.06519862003351423,0.5,2432,1739,,,
Foregut,Pharyngeal arch mesenchyme,5.458423032591424,-0.5007810633633936,-32.253496541766346,0.0002825297061638669,0.0,2432,39085,,,
Foregut,Pharyngeal endoderm,7.1822317643979545,1.6652589707403305,101.73476204845224,0.03041904243668286,0.0,2432,5045,Foregut; Pharyngeal endoderm,"Both derive from anterior definitive endoderm—the pharyngeal endoderm is regionally the rostral/anterior part of the foregut tube itself, so they descend from the same anterior foregut endoderm progenitor pool.",1
Foregut,Pharyngeal mesoderm,5.622728546233767,-0.0995821474085566,-6.337075668484086,0.0017228656739868538,0.0,2432,7691,,,
Foregut,Presomitic mesoderm,5.598899820318464,-0.3820582338856653,-21.09892777075889,0.011894984771113193,0.0,2432,8521,,,
Foregut,Primordial germ cell,4.627491430395793,-0.047394398771217094,-0.653070675557579,0.04508909855284856,0.44,1579,25,,,
Foregut,Roof plate,5.452656420615476,-0.5670015404107369,-30.924419818769422,0.00766264535489237,0.0,2432,6035,,,
